id,nama,perusahaan,jenis_pestisida,no_registrasi,tgl_terbit,tgl_berakhir
1588,X-TRAIL 480 SL,GOLDEN FARM INDONESIA,Zat Pengatur Tumbuh Tanaman,01040120165664,2026-07-16,2031-07-16
1589,"PRIMA-BAIT 0,005 BB",PRIMA KARYA BERJAYA,Rodentisida,01120120144992,2024-08-09,2029-08-09
1590,PROTRUDE 400 SL,JIVA AGRICULTURE INDONESIA,Insektisida,01010120258852,2025-07-11,2030-07-11
1591,Permethrin 92 TC,GELPI KURNIALESTARI,Insektisida,042006186,2025-02-17,2030-02-17
1592,IMIDAPRO 30 WP,REJEKI INDO AGROTEC,Insektisida,01010120238138,2024-03-05,2029-03-05
1593,KINGGIB 10 TB,ARENA HORMON INDONUSA,Zat Pengatur Tumbuh Tanaman,01040120258955,2025-09-26,2030-09-26
1594,CONDUCTOR 480 EC,RAINBOW AGROSCIENCES,Herbisida,01030120155344,2025-09-26,2030-09-26
1595,MIPCINTA 50 WP,KIMIKA USAHA PRIMA,Insektisida,0101011978337,2026-04-20,2031-04-20
1596,AZOXA PLUS 560 SC,MULTI SARANA INDOTANI,Fungisida,01020120134754,2023-02-08,2028-02-08
1597,OPUS 125 SC,BASF INDONESIA,Fungisida,032022521,2026-04-20,2031-04-20
1598,BIFLEX 20 SC,BINA GUNA KIMIA,Insektisida,032014355,2024-09-19,2029-09-19
1599,LOVE UP 490 SL,SARI KRESNA KIMIA,Herbisida,01030120052239,2024-11-18,2029-11-18
1600,SS-GOLDA 300/150/50 EC,SANTANI AGRO PERKASA,Herbisida,01030120206987,2026-01-20,2031-01-20
1601,EMSHIELD 30 EC,SOLUSI MAJU AGRO TANI,Insektisida,01010120258767,2025-07-11,2030-07-11
1602,CHLOROMYCIN 440/300 EC,SINAR GENERAL INDUSTRIES,Insektisida,01010120144931,2024-11-18,2029-11-18
1603,MAXITOL 865 SL,DALZON CHEMICALS INDONESIA,Herbisida,01030120042026,2024-03-04,2029-03-04
1604,DKNIKLOS 250 EC,DANKEN INDONESIA,Moluskisida,01050120165431,2022-01-14,2027-01-14
1605,SIPERMETRIN 94 TC,SOLO LOGO INDONESIA,Insektisida,042020861,2025-02-17,2030-02-17
1606,B-ALFA®125 SC,AGRO JAYA INDUSTRI,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120248574,2025-02-17,2030-02-17
1607,FLOALLI 20 WG,AGRO DYNAMICS INDO,Herbisida,01030120134872,2024-03-05,2029-03-05
1608,HANTER 20/60 WG,MUTIARA KERATON JIMMY&CO TRANS BISNIS INDONESIA,Insektisida,01010120227309,2022-06-27,2027-06-27
1609,SALIENT 40/90 OD,KINGAGROOT BIOTECHNOLOGY INDONESIA,Herbisida,01030120269652,2026-07-16,2031-07-16
1610,Amistar 250 SC,SYNGENTA INDONESIA,Fungisida,01020119971345,2021-10-12,2026-10-12
1611,PRALLE 50 TK,NUFARM INDONESIA,Insektisida,042018544,2023-04-26,2028-04-26
1612,RAMPOK 200 EC,AGRO CHEMICA,Insektisida,01010120124314,2022-10-04,2027-10-04
1613,RISEUP 480 SL,TIARA BUANA MANDIRI,Herbisida,01030120175726,2022-07-27,2027-07-27
1614,LAMBDA CYHALOTRIN 96 TC,INTI EVERSPRING INDONESIA,Insektisida,042019792,2024-09-19,2029-09-19
1615,RAMADA 300 SL,BERBAK AGRO SEJATI,Herbisida,01030120196381,2024-09-19,2029-09-19
1616,SUNBAS 200 SL,DA MING INDONESIA,Herbisida,01030120206712,2025-09-26,2030-09-26
1617,ABAPEAK 32 EC,QILU CROP SCIENCE,Insektisida,01010120248446,2024-11-18,2029-11-18
1618,PRIMA-QUICK 36/6 WP,PRIMA KARYA BERJAYA,Herbisida,01030120227450,2022-10-04,2027-10-04
1619,SIME RB PHEROMONE SL,Guthrie Agri Bio,Atraktan / Feromon,01070120196301,2024-03-04,2029-03-04
1620,PEST MASTER 40/160 SC,ALFA BETA AGROCHEMICAL,Insektisida,01010120269435,2026-04-20,2031-04-20
1621,LEVANTIN 200 EC,TIGA MUARA EMAS MAKMUR,Insektisida,01010120237902,2023-08-28,2028-08-28
1622,Proxel MB Preservative,IMCD INDONESIA,Bakterisida,0420231242,2024-03-04,2029-03-04
1623,LESENTA 80 WG,BAYER INDONESIA,Insektisida,01010120175848,2022-06-27,2027-06-27
1624,GLYPHOSATE 95 TC,DHARMA GUNA WIBAWA,Herbisida,042009235,2022-12-05,2027-12-05
1625,"2,4-D 98 TC",INDO-SINO AGROCHEMICAL,Herbisida,0420241354,2025-02-17,2030-02-17
1626,ENVOY 80 WP,CROP CARE INDONESIA,Fungisida,01020120134568,2022-12-05,2027-12-05
1627,CHLOROTHALONIL 98.5 TC,RAINBOW AGROSCIENCES,Fungisida,0420221015,2022-06-27,2027-06-27
1628,PRIMA-DUA 222 SL,PRIMA KARYA BERJAYA,Herbisida,01030120217080,2026-01-20,2031-01-20
1629,Glyphosate IPA 62 TC,SOLO LOGO INDONESIA,Herbisida,0420231132,2023-04-26,2028-04-26
1630,ENREKA 100 EC,FOCUSINDO ASIA PACIFIC,Insektisida,01010120185949,2022-12-05,2027-12-05
1631,BIORAM 160 SL,BIOTIS AGRINDO,Herbisida,01030120031856,2026-04-20,2031-04-20
1632,DKDUOPRO 490 EC,DANKEN INDONESIA,Fungisida,01010120155297,2022-01-19,2027-01-19
1633,DELTAMETRIN 98.5 TC,BAYER INDONESIA,Insektisida,042016398,2026-07-16,2031-07-16
1634,CROPGIB 40 WG,EXINDO RAHARJA PRATAMA,Zat Pengatur Tumbuh Tanaman,01040120175682,2022-10-04,2027-10-04
1635,AJI-TAN 80 WP,AGRO JAYA INDUSTRI,Fungisida,01020120238092,2024-03-05,2029-03-05
1636,CENTAPOS 120 SL,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120258914,2025-09-26,2030-09-26
1637,DMA 6 825 SL,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,010301197410,2025-11-13,2030-11-13
1638,"2,4-D ETHYLHEXYL 680 EC",INDO-SINO AGROCHEMICAL,Herbisida,032026638,2026-04-20,2031-04-20
1639,STELLAR PLUS 50/160 SL,BASF INDONESIA,Herbisida,032024549,2024-08-09,2029-08-09
1640,CERBERUS 200 SC,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,01010120259187,2026-01-20,2031-01-20
1641,OXYCLOR 550/110 EC,PETROKIMIA KAYAKU,Herbisida,01030120248309,2024-08-09,2029-08-09
1642,JOMAKS 150 SL,LUMBUNG AGRO MAKMUR,Herbisida,01030120248644,2025-02-17,2030-02-17
1643,BM LAMDA 50 EC,BEHN MEYER AGRICARE,Insektisida,01010120072647,2026-01-20,2031-01-20
1644,TONDANO 50/500 SC,DA MING INDONESIA,Insektisida,01010120217094,2026-04-20,2031-04-20
1645,NIKKO 40 SC,DALZON CHEMICALS INDONESIA,Herbisida,032019454,2024-11-18,2029-11-18
1646,SIMXONE 135 SL*,GOLDEN MAKMUR AGRI,Herbisida,01030120206983,2026-01-20,2031-01-20
1647,GUELA 480 SL,PETROSIDA GRESIK,Zat Pengatur Tumbuh Tanaman,01040120114051,2025-11-13,2030-11-13
1648,MESTRAN 40/20 WG,AGRO SEJAHTERA INDONESIA,Insektisida,01010120238025,2024-03-04,2029-03-04
1649,NEOMINE 300/100 SL,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120237790,2023-04-26,2028-04-26
1650,SPEC-TRUP 550 SC,SINAR GENERAL INDUSTRIES,Fungisida,01020120196305,2024-09-19,2029-09-19
1651,TODAN 50/10 OD,SAPROTAN UTAMA,Herbisida,01030120237946,2023-08-28,2028-08-28
1652,JOSSEFAT 80 SP,TIGA MUARA EMAS MAKMUR,Insektisida,01010120145076,2025-02-17,2030-02-17
1653,DELFOX 25 EC,PT Indo Pest Biochem,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120093424,2023-08-28,2028-08-28
1654,PRIMA-TIGA 276 SL,PRIMA KARYA BERJAYA,Herbisida,01030120248682,2025-02-17,2030-02-17
1655,GARLON 306 EC,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,031998104,2023-08-28,2028-08-28
1656,PASTIFAT 75 SP,MASCO AGRI GENETICS,Insektisida,01010120083212,2024-08-09,2029-08-09
1657,TRUCKTOR 80 WP,KUNIMA JAYA SELARAS,Fungisida,01020120134729,2023-04-26,2028-04-26
1658,MANGUNI 0.03 MC,CENTRAL BUKIT MORIA,Pestisida Rumah Tangga,06080120206841,2025-11-13,2030-11-13
1659,YESS MIN 865 SL,MUTIARA AGRO SEJATI,Herbisida,01030120269694,2026-07-16,2031-07-16
1660,PROPOXUR 97 TC,INTI EVERSPRING INDONESIA,Insektisida,042016385,2026-01-20,2031-01-20
1661,GLYPHOSATE ACID 95 TC,SAMUDRA UTAMA NARAPATI,Herbisida,042019694,2024-03-05,2029-03-05
1662,SATI-GOLD 10 WP,CATUR AGRODAYA MANDIRI,Herbisida,01030120042135,2024-08-09,2029-08-09
1663,BULDOK 25 EC,BAYER INDONESIA,Insektisida,0101011990933,2025-11-13,2030-11-13
1664,TOSBAN 250/50 EC,RAJA GROUP INDONESIA,Insektisida,01010120237821,2023-04-26,2028-04-26
1665,BASMILANG 486 SL,RAGAM MANDIRI,Herbisida,01030120124332,2022-01-14,2027-01-14
1666,BASBAN 200 EC,UNI AGRO CHEMICA,Insektisida,0101011984707,2023-02-08,2028-02-08
1667,GALLANT 108 EC,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,032017421,2023-04-26,2028-04-26
1668,LALANGBERSIH 155 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120269407,2026-04-20,2031-04-20
1669,MATINAL 3 SL,ALFA BETA AGROCHEMICAL,Insektisida,01010120269419,2026-04-20,2031-04-20
1670,MOLERIMAX WP,PRIMA AGRO TECH,Fungisida,01020120258841,2025-07-11,2030-07-11
1671,PRIMA-CEL 18 EC,PRIMA KARYA BERJAYA,Insektisida,01010120165614,2026-07-16,2031-07-16
1672,NICORON 40 OD,QILU CROP SCIENCE,Herbisida,01030120248520,2024-11-18,2029-11-18
1673,ZENICORE 70 WP,ARTHA BUANA MANDIRI,Herbisida,01030120114193,2026-04-20,2031-04-20
1674,"RATTATA 0,0375 BB",PRIMA KARYA BERJAYA,Rodentisida,01120120248689,2025-02-17,2030-02-17
1675,SRIKANDI 160/20 OD,BELIRANG KALISARI,Insektisida,01010120165536,2025-11-13,2030-11-13
1676,CENTAFAT 80 SP,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,01010120196514,2024-09-19,2029-09-19
1677,BUPROSIDA 100 EC,PETROSIDA GRESIK,Insektisida,01010120042053,2023-08-28,2028-08-28
1678,SINATILT 300 EC,SINAMYANG INDONESIA,Fungisida,01020120145106,2024-09-19,2029-09-19
1679,LIVEON 220 EC,SARI KIMIA UNGGUL,Insektisida,01010120206750,2025-07-11,2030-07-11
1680,AHABIO META WP,TRUBUS PRIMA,Insektisida,01010120237842,2023-08-28,2028-08-28
1681,GLUFAG 200 SL,AGX ASIA INDONESIA,Herbisida,01030120248386,2024-09-19,2029-09-19
1682,ATRAMIX 180/30 SC,NUFARM INDONESIA,Herbisida,01030120155330,2024-09-19,2029-09-19
1683,PRIMAJOS 865 SL,PRIMA KARYA BERJAYA,Herbisida,01030120083070,2023-08-28,2028-08-28
1684,AMMATE 150 EC,FMC AGRICULTURAL MANUFACTURING,Insektisida,01010120103707,2024-11-18,2029-11-18
1685,FLYER 240/120 SL,DALZON CHEMICALS INDONESIA,Herbisida,01030120093438,2024-03-05,2029-03-05
1686,INDOMEC 20 EC,MITRA KREASIDHARMA,Insektisida,01010120103634,2024-03-05,2029-03-05
1687,INOVATE 100 EC,NUFARM INDONESIA,Insektisida,01010120134839,2026-07-16,2031-07-16
1688,Biofungi Plus SP,TUNAS HARMONI ABADI,Fungisida,01020120227620,2023-02-08,2028-02-08
1689,AMORA 150 SL,INTI EVERSPRING INDONESIA,Herbisida,01030120269329,2026-04-20,2031-04-20
1690,PIROKSASULFON 98 TC,MULTI AGRO JAYA UTAMA,Herbisida,0420231139,2023-04-26,2028-04-26
1691,VELOCITY 400 SC,RAINBOW AGROSCIENCES,Herbisida,01030120134836,2023-08-28,2028-08-28
1692,TOPCANE 46.8/13.2 WG,RAINBOW AGROSCIENCES,Herbisida,01030120238206,2024-03-05,2029-03-05
1693,EBT ENDURA 92 TC,MSR HIJAU LESTARI,Insektisida,032018438,2024-03-05,2029-03-05
1694,FORAPHON 12.5 PA,FORAGRO MITRA SEJATI,Zat Pengatur Tumbuh Tanaman,01040120248379,2024-09-19,2029-09-19
1695,GLIFOSAT 95 TC,MULTI AGRO JAYA UTAMA,Herbisida,0420221021,2022-06-27,2027-06-27
1696,DIPHO 400 SL,INDAGRO,Insektisida,01010120083261,2022-10-04,2027-10-04
1697,RAINGRAN 460 SL,RAINBOW AGROSCIENCES,Herbisida,01030120186216,2023-08-28,2028-08-28
1698,KOEDAMIN 865 SL,AGRO JAYA INDUSTRI,Herbisida,01030120269403,2026-04-20,2031-04-20
1699,RUDOR 200 SL,DELTAGRO MULIA SEJATI,Insektisida,01010120042001,2023-02-08,2028-02-08
1700,PALM UP 240 SL,MESTIKA NUSANTARA AGROKIMIA,Herbisida,01030120237917,2023-08-28,2028-08-28
1701,SILAMDA XTRA 25 EC,DELTA GIRI WACANA,Insektisida,05010120238062,2024-03-04,2029-03-04
1702,SIDATHIAM 310 SC,PETROSIDA GRESIK,Insektisida,01010120175870,2022-10-04,2027-10-04
1703,SRI BITAMENG 350 SF,PRIMA LESTARI AGROSCIENCES INDONESIA,Insektisida,01010120175926,2023-04-26,2028-04-26
1704,SINAR-METHRIN 200 EC,SINAR GENERAL INDUSTRIES,Insektisida,01010120114169,2022-06-27,2027-06-27
1705,HIT EXPERT 8.1 LV,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120227535,2022-12-05,2027-12-05
1706,CENTALLY PLUS 40 WG,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120083178,2023-02-08,2028-02-08
1707,CLINCHER 200 EC,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,03199877,2023-08-28,2028-08-28
1708,RADAR 15 EC,PETROKIMIA KAYAKU,Insektisida,01010120021706,2026-04-20,2031-04-20
1709,KORALONE™ HP 150 Biocide,BLUE CUBE INDONESIA,Bakterisida,042018667,2024-03-04,2029-03-04
1710,NEOTRIN 50 EC,TRIBINA TANIKARYA,Insektisida,01010120072974,2023-04-26,2028-04-26
1711,CLARISSA 75 WP,ABADI JAYA,Fungisida,01020120072730,2022-10-04,2027-10-04
1712,CHLORMITE PLUS 459/46 EC,DELTA GIRI WACANA,Insektisida,01010120072654,2024-08-09,2029-08-09
1713,FUGO - P,PUPUK KUJANG,Fungisida,01020120227406,2022-10-04,2027-10-04
1714,DINGO 30 WG,INDO TANI UTAMA,Insektisida,01010120248600,2025-02-17,2030-02-17
1715,REGIO 250 SC,DELTAGRO MULIA SEJATI,Fungisida,01020120124315,2026-01-20,2031-01-20
1716,MONOSULTAP 95 TC,BIOTIS AGRINDO,Insektisida,042006195,2022-06-27,2027-06-27
1717,NAUTILE 68/5 WG,UPL INDONESIA,Fungisida,01020120134601,2023-04-26,2028-04-26
1718,PENTAGREAT 140 SL,SOLO LOGO INDONESIA,Herbisida,01030120238181,2024-03-05,2029-03-05
1719,RAKSON 140 SL,SARI KRESNA KIMIA,Herbisida,01030120238051,2024-03-04,2029-03-04
1720,DENZUMEC 36 EC,ASRITANI UTAMA,Insektisida,01010120248250,2024-08-09,2029-08-09
1721,VAPE 14.3 VP,FUMAKILLA INDONESIA,Pestisida Rumah Tangga,06080120227475,2022-10-04,2027-10-04
1722,FREED 40 SP,BOMA SAKTI TANI,Insektisida,01010120227648,2023-02-08,2028-02-08
1723,TORAM 25 SP,SAPROTAN UTAMA,Insektisida,01010120196312,2024-03-05,2029-03-05
1724,JOEWCLEAN 250 SL,ARTHA MAKMUR ABADI,Herbisida,01030120237896,2023-08-28,2028-08-28
1725,CYPERMAX 200 EC,MULTI SARANA INDOTANI,Insektisida,01010120134564,2023-04-26,2028-04-26
1726,GHAJANG 56/100 EC,NUSA NUR AGRO,Insektisida,01010120186034,2023-04-26,2028-04-26
1727,RATCHET 50/200 EC,ARTHA BUANA MANDIRI,Insektisida,01010120134591,2024-11-18,2029-11-18
1728,AMERICANO 300 EC,SARI KIMIA UNGGUL,Insektisida,01010120124376,2023-04-26,2028-04-26
1729,CYPERMETHRIN 94 TK,UPL INDONESIA,Insektisida,042019685,2024-08-09,2029-08-09
1730,SINASTAR 80 WP,SINAMYANG INDONESIA,Fungisida,01020120206861,2025-09-26,2030-09-26
1731,MIPC 75 WP,PETROKIMIA KAYAKU,Insektisida,032012308,2025-07-11,2030-07-11
1732,HIPPO 48 WP,AGRO SEJAHTERA INDONESIA,Insektisida,01010120083126,2023-04-26,2028-04-26
1733,"KINGKONG 0,089 MC",MENARA LAUT BERSATU,Pestisida Rumah Tangga,06080120269587,2026-07-16,2031-07-16
1734,ACROBAT 50 WP,BASF INDONESIA,Fungisida,01020119931072,2023-08-28,2028-08-28
1735,ROOSFAT 75 SP,TAPAL KOEDA INDONESIA,Insektisida,01010120145094,2024-11-18,2029-11-18
1736,WISAT 200 SL,GLOBAL AGROTECH,Herbisida,01030120227720,2023-02-08,2028-02-08
1737,TEBALLO 250 SL,PETROSIDA GRESIK,Insektisida,01010120175834,2022-10-04,2027-10-04
1738,"MALVA 0,45 AE",DWI PRIMA REZEKY,Pestisida Rumah Tangga,01080120259091,2025-11-13,2030-11-13
1739,FEODORE 480 SC,MITRA INDOTANI ABADI,Insektisida,01010120259058,2025-11-13,2030-11-13
1740,Soffell 10 LT,HERLINA INDAH,Repelen,06080120259294,2026-01-20,2031-01-20
1741,MARSHAL 35 DS,BINA GUNA KIMIA,Insektisida,032015372,2025-07-11,2030-07-11
1742,GIZMO 75 WP,DALZON CHEMICALS INDONESIA,Fungisida,01020120103740,2024-03-05,2029-03-05
1743,CENTACIS 25 EC,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,01010120206823,2025-07-11,2030-07-11
1744,Mortein 0.2 MC,RECKITT BENCKISER INDONESIA,Pestisida Rumah Tangga,032012282,2022-12-05,2027-12-05
1745,ZEROTINE 100 EC,INDAGRO,Insektisida,01010120114101,2025-11-13,2030-11-13
1746,RIATET 0.0375 BB,REJEKI INDO AGROTEC,Rodentisida,01120120258989,2025-09-26,2030-09-26
1747,PESGUARD XT 1 B,BENTZ JAZ INDONESIA,Bahan pengawet kayu,04110120083240,2024-11-18,2029-11-18
1748,REDSIL 35 WP,SARAREA PANEN RAYA,Fungisida,01020120227454,2022-10-04,2027-10-04
1749,BOMBERMEX 60 EC,INDO TANI UTAMA,Insektisida,01010120248585,2025-02-17,2030-02-17
1750,DEVON 300 EC,GRAHA AGRITECH PRIMA,Fungisida,01020120175895,2023-04-26,2028-04-26
1751,HERBAGONE 300/100 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120052323,2025-02-17,2030-02-17
1752,KIFIX 17.5/52.5 WG,BASF INDONESIA,Herbisida,032026639,2026-04-20,2031-04-20
1753,"E-TOGRO 3,98/0,02 SL",ETONG CHEMICAL INDONESIA,Zat Pengatur Tumbuh Tanaman,01040120248608,2025-02-17,2030-02-17
1754,BIOX M188,BLUE CUBE INDONESIA,Pestisida lain-lain,0420261498,2026-07-16,2031-07-16
1755,INSITOX 7.5 GR,SARAREA PANEN RAYA,Moluskisida,01050120227668,2023-02-08,2028-02-08
1756,COWBRAND 0.3 MC,KUDA RAYA KARYANUSA,Pestisida Rumah Tangga,06080120072931,2024-03-05,2029-03-05
1757,DANGKE 40 WP,DELTA GIRI WACANA,Insektisida,01010120072935,2025-09-26,2030-09-26
1758,ACTIVOL 20 TB,WINNER AGROCHEM INTERNUSA,Zat Pengatur Tumbuh Tanaman,01040120259023,2025-11-13,2030-11-13
1759,PERFORMANCE 93/46 SC,SINAR GENERAL INDUSTRIES,Insektisida,01010120259101,2025-11-13,2030-11-13
1760,MAGICXONE 138 SL,TIGA MUARA EMAS MAKMUR,Herbisida,01030120227551,2022-12-05,2027-12-05
1761,GERXONE 276 SL*,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Herbisida,01030120113990,2026-04-20,2031-04-20
1762,MEGATROL 240 SL,DA MING INDONESIA,Herbisida,01030120206642,2025-02-17,2030-02-17
1763,PENTA SO-Z 505 SL,PRIMA KARYA BERJAYA,Herbisida,01030120227341,2022-06-27,2027-06-27
1764,ABOLISI 865 SL,DELTA GIRI WACANA,Herbisida,01030120062199,2024-03-05,2029-03-05
1765,EMACEN 30 EC,CENTA BRASINDO ABADI CHEMICAL INDUSTRY,Insektisida,01010120227639,2023-02-08,2028-02-08
1766,LARVAGO SC,KINGLAB INDONESIA,Pestisida Pengendalian Vektor Penyakit Pada Manusia,06090120186130,2024-11-18,2029-11-18
1767,BENTO 50 EC,SARI KRESNA KIMIA,Insektisida,01010120031741,2025-09-26,2030-09-26
1768,ROVRAL 500 SC,BINA GUNA KIMIA,Fungisida,032012304,2022-12-05,2027-12-05
1769,BASRATA 150 SL,BERBAK AGRO SEJATI,Herbisida,01030120237850,2023-08-28,2028-08-28
1770,METHOMYL 225 SL,INTI EVERSPRING INDONESIA,Insektisida,032019452,2024-03-05,2029-03-05
1771,CHEETAH 10 PA,TIGA MUARA EMAS MAKMUR,Zat Pengatur Tumbuh Tanaman,01040120237983,2024-03-04,2029-03-04
1772,FLUROKSIPIR MEPTIL 95 TC,MULTI AGRO JAYA UTAMA,Herbisida,0420221095,2023-02-08,2028-02-08
1773,HIT Expert 0.251 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120238015,2024-03-04,2029-03-04
1774,D-MECTIN 530 SL,SAKASAKI,Insektisida,01010120175840,2023-02-08,2028-02-08
1775,SUPORTAN 500 SL,BERBAK AGRO SEJATI,Insektisida,01010120259303,2026-01-20,2031-01-20
1776,SUPRETOX 276 SL,DHARMA GUNA WIBAWA,Herbisida,01030120042037,2022-06-27,2027-06-27
1777,Manzate 82 WP,CATUR AGRODAYA MANDIRI,Fungisida,0102011979393,2026-07-16,2031-07-16
1778,AMFONIL 75 WP,ADIL MAKMUR FAJAR,Fungisida,01020120124339,2023-04-26,2028-04-26
1779,MALLOT 50 DC,BASF INDONESIA,Insektisida,01010120206942,2025-11-13,2030-11-13
1780,CATALAN 33 WP,TIGA MUARA EMAS MAKMUR,Insektisida,01010120259184,2026-01-20,2031-01-20
1781,Densil S89,ARXADA CHEMICALS INDONESIA,Pestisida lain-lain,0420251401,2025-09-26,2030-09-26
1782,NUVET PLUS 600 EC,BUMI MAKMUR LESTARI UTAMA,Insektisida,02010120186057,2023-08-28,2028-08-28
1783,KARYATOP 276 SL,BINTANG CAHAYA AGRO PLANET,Herbisida,01030120269583,2026-07-16,2031-07-16
1784,MICROCARE PHC,AZELIS INDONESIA DISTRIBUSI,Pestisida lain-lain,0420261515,2026-07-16,2031-07-16
1785,RETANDER 480 SL,YANNO AGRO SCIENCE INDONESIA,Herbisida,01030120155263,2026-04-20,2031-04-20
1786,PROMEFON 250 EC,MULTI SARANA INDOTANI,Fungisida,01020120031842,2022-06-27,2027-06-27
1787,KEXOLIT 22 WG,CORTEVA AGRISCIENCE INDONESIA,Insektisida,032020478,2025-07-11,2030-07-11
1788,REJOSO 400 SC,TIGA MUARA EMAS MAKMUR,Insektisida,01010120185978,2023-04-26,2028-04-26
1789,MANKOZEB 85 TC,SOLO LOGO INDONESIA,Fungisida,042019701,2024-03-04,2029-03-04
1790,DELTAMETRIN 98 TC,INTI EVERSPRING INDONESIA,Insektisida,042001127,2022-10-04,2027-10-04
1791,TAMATRIN 300 EC,ANKEWA CHEMICAL INDONESIA,Insektisida,01010120185993,2023-02-08,2028-02-08
1792,"BRODIRAT 0,005 BB",MULTI SARANA INDOTANI,Rodentisida,01120120093414,2025-09-26,2030-09-26
1793,ZEBRA 0.6 MC,KUDA RAYA KARYANUSA,Pestisida Rumah Tangga,06080120073014,2024-03-05,2029-03-05
1794,SAPUJOS 480 SL,SEJAHTERA AGRONUSA LESTARI,Herbisida,01030120258995,2025-09-26,2030-09-26
1795,CRUMBLE 100 EC,MULTI SARANA INDOTANI,Insektisida,01010120186110,2023-04-26,2028-04-26
1796,AGITA 10 WG,NOVINDO AGRITECH HUTAMA,Insektisida,02140120031860,2022-06-27,2027-06-27
1797,"NOURICH 52,6/2,4 WG",CATUR AGRODAYA MANDIRI,Fungisida,01020120217069,2025-11-13,2030-11-13
1798,HIT ONE PUSH 8.5 AE,GODREJ CONSUMER PRODUCTS INDONESIA,Pestisida Rumah Tangga,06080120165446,2026-04-20,2031-04-20
1799,ABAGUARD 18 EC,SOLUSI MAJU AGRO TANI,Insektisida,01010120258732,2025-07-11,2030-07-11
1800,SANA 77 WG,Agro Bumi Timur,Fungisida,01020120259122,2025-11-13,2030-11-13
1801,ARIKADAN FUNZAI,FUMAKILLA NOMOS,Pestisida Rumah Tangga,032025610,2025-11-13,2030-11-13
1802,K-KINGGOLD 10 WP,HANEARL SCIENCE INDONESIA,Herbisida,01030120237775,2023-04-26,2028-04-26
1803,METIL METSULFURON 90 TC,INTI EVERSPRING INDONESIA,Herbisida,04199896,2024-03-05,2029-03-05
1804,ENDIUS 78 OD,ENFARM CROP SCIENCE,Herbisida,01030120248478,2024-11-18,2029-11-18
1805,STOFF 100/350 EC,SUMANS MANDIRI SEJAHTERA,Herbisida,01030120227589,2022-12-05,2027-12-05
1806,STRONG 333 EC,SARI KRESNA KIMIA,Insektisida,01010120217176,2025-11-13,2030-11-13
1807,TRIACTIVE PLUS 70 WP,BINANGUN AGRO LESTARI,Insektisida,01010120175808,2023-02-08,2028-02-08
1808,PROKLORAZ MANGAN KLORIDA 96 TC,SOLO LOGO INDONESIA,Fungisida,0420211005,2026-04-20,2031-04-20
1809,INBROM 98 LG,MULTIGUNA GEMILANG,Fumigan,07100220124330,2021-11-18,2026-11-18
1810,OBULUS 120 EC,ALBAUGH AGRO INDONESIA,Insektisida,01010120145001,2024-09-19,2029-09-19
1811,FINSOL 500 EC,UNI AGRO CHEMICA,Insektisida,01010120072746,2023-02-08,2028-02-08
1812,ANDAFAXONE 150 SL,ANDAFA AGRO INDO,Herbisida,01030120238097,2024-03-05,2029-03-05
1813,TORDON 101 115/450 SL,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,Herbisida,0103011975189,2023-08-28,2028-08-28
1814,BUNGKER 50 SP,Agro Bumi Timur,Insektisida,01010120237859,2023-08-28,2028-08-28
1815,HILEX 150 SC,ZHENGBANG CROP PROTECTION INDONESIA,Herbisida,01030120248276,2024-08-09,2029-08-09
1816,D-NAM 9 865 SL,PT. AGROW USAHA TANI INDONESIA,Herbisida,01030120269553,2026-07-16,2031-07-16
1817,RAINFAST 200 SL,RAINBOW AGROSCIENCES,Herbisida,01030120269454,2026-04-20,2031-04-20
1818,ATNIMES 200/20/40 OD,ADVANSIA INDOTANI,Herbisida,01030120227383,2022-10-04,2027-10-04
1819,PILARANDO 43/64 SC,INDO-SINO AGROCHEMICAL,Insektisida,01010120206963,2025-02-17,2030-02-17
1820,DOBINDOX 40/120 SC,SINAMYANG INDONESIA,Insektisida,01010120227295,2022-06-27,2027-06-27
1821,KINGPLUS 50 EC,AGRO JAYA INDUSTRI,Insektisida,01010120248505,2024-11-18,2029-11-18
1822,BETAFURON 20 WP,GLOBAL AGROTAMA INDONESIA,Herbisida,01030120227501,2022-12-05,2027-12-05
